OrderDate,SalesOrderNumber,ProductName,OrderQty,UnitPrice,LineTotal
2008-06-01 00:00:00.000,SO71783,"Road-350-W Yellow, 48",25,850.495,19136.137500
2008-06-01 00:00:00.000,SO71783,"Long-Sleeve Logo Jersey, M",6,29.994,179.964000
2008-06-01 00:00:00.000,SO71783,Bike Wash - Dissolver,8,4.77,38.160000
2008-06-01 00:00:00.000,SO71783,HL Road Handlebars,1,72.162,72.162000
2008-06-01 00:00:00.000,SO71783,"Short-Sleeve Classic Jersey, S",6,32.394,194.364000
2008-06-01 00:00:00.000,SO71783,Patch Kit/8 Patches,6,1.374,8.244000
2008-06-01 00:00:00.000,SO71783,Water Bottle - 30 oz.,10,2.994,29.940000
2008-06-01 00:00:00.000,SO71783,"ML Road Frame-W - Yellow, 38",1,356.898,356.898000
2008-06-01 00:00:00.000,SO71783,"Road-550-W Yellow, 42",1,672.294,672.294000
2008-06-01 00:00:00.000,SO71783,"Half-Finger Gloves, S",2,14.694,29.388000
2008-06-01 00:00:00.000,SO71783,"Half-Finger Gloves, L",9,14.694,132.246000
2008-06-01 00:00:00.000,SO71783,"Classic Vest, S",15,34.925,497.681250
2008-06-01 00:00:00.000,SO71783,LL Road Pedal,3,24.294,72.882000
2008-06-01 00:00:00.000,SO71783,"Short-Sleeve Classic Jersey, L",11,31.3142,337.567076
2008-06-01 00:00:00.000,SO71783,"LL Road Frame - Black, 58",6,202.332,1213.992000
2008-06-01 00:00:00.000,SO71783,"Short-Sleeve Classic Jersey, XL",9,32.394,291.546000
2008-06-01 00:00:00.000,SO71783,"Road-750 Black, 48",7,323.994,2267.958000
2008-06-01 00:00:00.000,SO71783,"Road-750 Black, 52",5,323.994,1619.970000
2008-06-01 00:00:00.000,SO71783,"Road-550-W Yellow, 38",4,672.294,2689.176000
2008-06-01 00:00:00.000,SO71783,"Road-550-W Yellow, 40",1,672.294,672.294000
2008-06-01 00:00:00.000,SO71783,"Road-550-W Yellow, 48",1,672.294,672.294000
2008-06-01 00:00:00.000,SO71783,"Road-350-W Yellow, 40",5,1020.594,5102.970000
2008-06-01 00:00:00.000,SO71783,"Road-350-W Yellow, 42",13,986.5742,12568.955308
2008-06-01 00:00:00.000,SO71783,HL Road Pedal,4,48.594,194.376000
2008-06-01 00:00:00.000,SO71783,"ML Road Frame-W - Yellow, 44",3,356.898,1070.694000
2008-06-01 00:00:00.000,SO71783,"ML Road Frame-W - Yellow, 48",4,356.898,1427.592000
2008-06-01 00:00:00.000,SO71783,"HL Road Frame - Black, 44",4,858.90,3435.600000
2008-06-01 00:00:00.000,SO71783,"HL Road Frame - Red, 44",2,858.90,1717.800000
2008-06-01 00:00:00.000,SO71783,"Long-Sleeve Logo Jersey, L",17,27.4945,444.036175
2008-06-01 00:00:00.000,SO71783,"Long-Sleeve Logo Jersey, XL",4,29.994,119.976000
2008-06-01 00:00:00.000,SO71783,"Racing Socks, L",1,5.394,5.394000
2008-06-01 00:00:00.000,SO71783,"Classic Vest, M",10,38.10,381.000000
2008-06-01 00:00:00.000,SO71783,AWC Logo Cap,11,5.2142,56.209076
2008-06-01 00:00:00.000,SO71783,"Sport-100 Helmet, Blue",15,19.2445,274.234125
2008-06-01 00:00:00.000,SO71783,Hitch Rack - 4-Bike,2,72.00,144.000000
2008-06-01 00:00:00.000,SO71783,"Sport-100 Helmet, Red",10,20.994,209.940000
2008-06-01 00:00:00.000,SO71783,"Sport-100 Helmet, Black",11,20.2942,218.771476
2008-06-01 00:00:00.000,SO71784,"Sport-100 Helmet, Blue",2,20.994,41.988000
2008-06-01 00:00:00.000,SO71784,"HL Touring Frame - Yellow, 60",8,602.346,4818.768000
2008-06-01 00:00:00.000,SO71784,"Touring-1000 Yellow, 46",2,1430.442,2860.884000
2008-06-01 00:00:00.000,SO71784,Water Bottle - 30 oz.,11,2.8942,31.199476
2008-06-01 00:00:00.000,SO71784,"Classic Vest, M",8,38.10,304.800000
2008-06-01 00:00:00.000,SO71784,"Touring-2000 Blue, 46",4,728.91,2915.640000
2008-06-01 00:00:00.000,SO71784,"Touring-3000 Blue, 58",1,445.41,445.410000
2008-06-01 00:00:00.000,SO71784,"Long-Sleeve Logo Jersey, M",9,29.994,269.946000
2008-06-01 00:00:00.000,SO71784,AWC Logo Cap,10,5.394,53.940000
2008-06-01 00:00:00.000,SO71784,"Touring-2000 Blue, 54",4,728.91,2915.640000
2008-06-01 00:00:00.000,SO71784,Bike Wash - Dissolver,8,4.77,38.160000
2008-06-01 00:00:00.000,SO71784,"Long-Sleeve Logo Jersey, XL",5,29.994,149.970000
2008-06-01 00:00:00.000,SO71784,"Touring-3000 Yellow, 62",11,430.563,4641.469140
2008-06-01 00:00:00.000,SO71784,"Touring-3000 Blue, 54",6,445.41,2672.460000
2008-06-01 00:00:00.000,SO71784,Hitch Rack - 4-Bike,6,72.00,432.000000
2008-06-01 00:00:00.000,SO71784,"LL Touring Frame - Yellow, 44",2,200.052,400.104000
2008-06-01 00:00:00.000,SO71784,"Half-Finger Gloves, S",6,14.694,88.164000
2008-06-01 00:00:00.000,SO71784,"HL Touring Frame - Yellow, 54",4,602.346,2409.384000
2008-06-01 00:00:00.000,SO71784,"Touring-3000 Yellow, 50",7,445.41,3117.870000
2008-06-01 00:00:00.000,SO71784,"LL Touring Frame - Blue, 50",2,200.052,400.104000
2008-06-01 00:00:00.000,SO71784,"Touring-1000 Yellow, 60",12,1382.7606,16261.264656
2008-06-01 00:00:00.000,SO71784,"Touring-3000 Blue, 50",8,445.41,3563.280000
2008-06-01 00:00:00.000,SO71784,"Touring-3000 Yellow, 44",3,445.41,1336.230000
2008-06-01 00:00:00.000,SO71784,"Touring-3000 Yellow, 54",5,445.41,2227.050000
2008-06-01 00:00:00.000,SO71784,"Touring-2000 Blue, 60",3,728.91,2186.730000
2008-06-01 00:00:00.000,SO71784,"Touring-1000 Blue, 46",4,1430.442,5721.768000
2008-06-01 00:00:00.000,SO71784,"Touring-1000 Blue, 50",6,1430.442,8582.652000
2008-06-01 00:00:00.000,SO71784,"Touring-1000 Blue, 60",10,1430.442,14304.420000
2008-06-01 00:00:00.000,SO71784,"Touring-1000 Yellow, 50",2,1430.442,2860.884000
2008-06-01 00:00:00.000,SO71784,HL Touring Seat/Saddle,2,31.584,63.168000
2008-06-01 00:00:00.000,SO71784,"LL Touring Frame - Blue, 54",3,200.052,600.156000
2008-06-01 00:00:00.000,SO71784,"LL Touring Frame - Yellow, 50",1,200.052,200.052000
2008-06-01 00:00:00.000,SO71784,"HL Touring Frame - Blue, 60",1,602.346,602.346000
2008-06-01 00:00:00.000,SO71784,"Long-Sleeve Logo Jersey, L",8,29.994,239.952000
2008-06-01 00:00:00.000,SO71784,"Short-Sleeve Classic Jersey, S",6,32.394,194.364000
2008-06-01 00:00:00.000,SO71784,"Short-Sleeve Classic Jersey, L",7,32.394,226.758000
2008-06-01 00:00:00.000,SO71784,"Short-Sleeve Classic Jersey, XL",3,32.394,97.182000
2008-06-01 00:00:00.000,SO71784,"Half-Finger Gloves, M",5,14.694,73.470000
2008-06-01 00:00:00.000,SO71784,"Classic Vest, S",23,34.925,763.111250
2008-06-01 00:00:00.000,SO71784,Hydration Pack - 70 oz.,9,32.994,296.946000
2008-06-01 00:00:00.000,SO71784,Patch Kit/8 Patches,8,1.374,10.992000
2008-06-01 00:00:00.000,SO71784,"Sport-100 Helmet, Red",10,20.994,209.940000
2008-06-01 00:00:00.000,SO71784,"Sport-100 Helmet, Black",12,20.2942,238.659792
2008-06-01 00:00:00.000,SO71796,"HL Touring Frame - Blue, 50",1,602.346,602.346000
2008-06-01 00:00:00.000,SO71796,"Touring-2000 Blue, 54",8,728.91,5831.280000
2008-06-01 00:00:00.000,SO71796,"Touring-2000 Blue, 60",2,728.91,1457.820000
2008-06-01 00:00:00.000,SO71796,HL Touring Seat/Saddle,1,31.584,31.584000
2008-06-01 00:00:00.000,SO71796,"Touring-3000 Blue, 54",5,445.41,2227.050000
2008-06-01 00:00:00.000,SO71796,"Touring-1000 Yellow, 60",3,1430.442,4291.326000
2008-06-01 00:00:00.000,SO71796,"Touring-1000 Blue, 60",9,1430.442,12873.978000
2008-06-01 00:00:00.000,SO71796,"Touring-1000 Blue, 50",2,1430.442,2860.884000
2008-06-01 00:00:00.000,SO71796,"Touring-3000 Blue, 50",3,445.41,1336.230000
2008-06-01 00:00:00.000,SO71796,"Touring-3000 Yellow, 44",7,445.41,3117.870000
2008-06-01 00:00:00.000,SO71796,"Touring-3000 Yellow, 62",2,445.41,890.820000
2008-06-01 00:00:00.000,SO71796,"Touring-2000 Blue, 46",1,728.91,728.910000
2008-06-01 00:00:00.000,SO71796,"Touring-1000 Yellow, 46",3,1430.442,4291.326000
2008-06-01 00:00:00.000,SO71796,"Touring-1000 Yellow, 50",1,1430.442,1430.442000
2008-06-01 00:00:00.000,SO71796,HL Touring Handlebars,1,54.942,54.942000
2008-06-01 00:00:00.000,SO71796,"LL Touring Frame - Yellow, 44",1,200.052,200.052000
2008-06-01 00:00:00.000,SO71796,"LL Touring Frame - Yellow, 50",1,200.052,200.052000
2008-06-01 00:00:00.000,SO71796,"HL Touring Frame - Blue, 54",6,602.346,3614.076000
2008-06-01 00:00:00.000,SO71796,"HL Touring Frame - Blue, 60",1,602.346,602.346000
2008-06-01 00:00:00.000,SO71796,"HL Touring Frame - Yellow, 60",2,602.346,1204.692000
2008-06-01 00:00:00.000,SO71797,"Sport-100 Helmet, Blue",4,20.994,83.976000
2008-06-01 00:00:00.000,SO71797,"HL Road Frame - Black, 44",2,858.90,1717.800000
2008-06-01 00:00:00.000,SO71797,"Long-Sleeve Logo Jersey, M",1,29.994,29.994000
2008-06-01 00:00:00.000,SO71797,HL Road Pedal,4,48.594,194.376000
2008-06-01 00:00:00.000,SO71797,"Short-Sleeve Classic Jersey, L",16,29.6945,451.356400
2008-06-01 00:00:00.000,SO71797,HL Road Seat/Saddle,2,31.584,63.168000
2008-06-01 00:00:00.000,SO71797,"LL Road Frame - Black, 52",1,202.332,202.332000
2008-06-01 00:00:00.000,SO71797,"LL Road Frame - Black, 58",3,202.332,606.996000
2008-06-01 00:00:00.000,SO71797,"ML Road Frame-W - Yellow, 44",5,356.898,1784.490000
2008-06-01 00:00:00.000,SO71797,"HL Road Frame - Red, 44",1,858.90,858.900000
2008-06-01 00:00:00.000,SO71797,"Long-Sleeve Logo Jersey, L",4,29.994,119.976000
2008-06-01 00:00:00.000,SO71797,"Long-Sleeve Logo Jersey, XL",5,29.994,149.970000
2008-06-01 00:00:00.000,SO71797,"Short-Sleeve Classic Jersey, XL",15,29.6945,423.146625
2008-06-01 00:00:00.000,SO71797,"Racing Socks, L",3,5.394,16.182000
2008-06-01 00:00:00.000,SO71797,"Half-Finger Gloves, L",4,14.694,58.776000
2008-06-01 00:00:00.000,SO71797,AWC Logo Cap,6,5.394,32.364000
2008-06-01 00:00:00.000,SO71797,Hydration Pack - 70 oz.,10,32.994,329.940000
2008-06-01 00:00:00.000,SO71797,Patch Kit/8 Patches,6,1.374,8.244000
2008-06-01 00:00:00.000,SO71797,Hitch Rack - 4-Bike,10,72.00,720.000000
2008-06-01 00:00:00.000,SO71797,"Road-750 Black, 58",7,323.994,2267.958000
2008-06-01 00:00:00.000,SO71797,"Road-550-W Yellow, 40",2,672.294,1344.588000
2008-06-01 00:00:00.000,SO71797,HL Road Handlebars,2,72.162,144.324000
2008-06-01 00:00:00.000,SO71797,ML Road Pedal,4,37.254,149.016000
2008-06-01 00:00:00.000,SO71797,"Road-550-W Yellow, 48",2,672.294,1344.588000
2008-06-01 00:00:00.000,SO71797,"Road-750 Black, 48",6,323.994,1943.964000
2008-06-01 00:00:00.000,SO71797,"Road-750 Black, 52",4,323.994,1295.976000
2008-06-01 00:00:00.000,SO71797,LL Road Pedal,3,24.294,72.882000
2008-06-01 00:00:00.000,SO71797,"Road-250 Black, 48",5,1466.01,7330.050000
2008-06-01 00:00:00.000,SO71797,"Road-250 Black, 52",2,1466.01,2932.020000
2008-06-01 00:00:00.000,SO71797,"Road-550-W Yellow, 38",10,672.294,6722.940000
2008-06-01 00:00:00.000,SO71797,"Short-Sleeve Classic Jersey, S",8,32.394,259.152000
2008-06-01 00:00:00.000,SO71797,"Classic Vest, M",1,38.10,38.100000
2008-06-01 00:00:00.000,SO71797,"Classic Vest, S",23,34.925,763.111250
2008-06-01 00:00:00.000,SO71797,"Road-350-W Yellow, 48",9,1020.594,9185.346000
2008-06-01 00:00:00.000,SO71797,Bike Wash - Dissolver,17,4.3725,70.615875
2008-06-01 00:00:00.000,SO71797,"Road-250 Black, 44",6,1466.01,8796.060000
2008-06-01 00:00:00.000,SO71797,"Road-350-W Yellow, 42",3,1020.594,3061.782000
2008-06-01 00:00:00.000,SO71797,"Sport-100 Helmet, Red",6,20.994,125.964000
2008-06-01 00:00:00.000,SO71797,"Half-Finger Gloves, M",9,14.694,132.246000
2008-06-01 00:00:00.000,SO71797,"Road-350-W Yellow, 40",5,1020.594,5102.970000
2008-06-01 00:00:00.000,SO71797,Water Bottle - 30 oz.,11,2.8942,31.199476
2008-06-01 00:00:00.000,SO71797,"HL Road Frame - Red, 62",2,858.90,1717.800000
2008-06-01 00:00:00.000,SO71797,"Half-Finger Gloves, S",4,14.694,58.776000
2008-06-01 00:00:00.000,SO71797,"ML Road Frame-W - Yellow, 48",4,356.898,1427.592000
2008-06-01 00:00:00.000,SO71797,"Sport-100 Helmet, Black",12,20.2942,238.659792
2008-06-01 00:00:00.000,SO71797,"ML Road Frame-W - Yellow, 38",2,356.898,713.796000
2008-06-01 00:00:00.000,SO71815,"LL Road Frame - Black, 52",1,202.332,202.332000
2008-06-01 00:00:00.000,SO71815,"ML Road Frame-W - Yellow, 44",2,356.898,713.796000
2008-06-01 00:00:00.000,SO71815,"Racing Socks, M",2,5.394,10.788000
2008-06-01 00:00:00.000,SO71816,"Touring-2000 Blue, 60",1,728.91,728.910000
2008-06-01 00:00:00.000,SO71816,"Touring-1000 Yellow, 46",1,1430.442,1430.442000
2008-06-01 00:00:00.000,SO71816,"Long-Sleeve Logo Jersey, L",2,29.994,59.988000
2008-06-01 00:00:00.000,SO71816,AWC Logo Cap,4,5.394,21.576000
2008-06-01 00:00:00.000,SO71816,"Short-Sleeve Classic Jersey, L",3,32.394,97.182000
2008-06-01 00:00:00.000,SO71816,"Touring-3000 Yellow, 44",1,445.41,445.410000
2008-06-01 00:00:00.000,SO71816,Front Brakes,1,63.90,63.900000
2008-06-01 00:00:00.000,SO71831,"Women's Mountain Shorts, L",2,41.994,83.988000
2008-06-01 00:00:00.000,SO71831,"Mountain-200 Black, 38",1,1376.994,1376.994000
2008-06-01 00:00:00.000,SO71831,"Women's Mountain Shorts, S",6,41.994,251.964000
2008-06-01 00:00:00.000,SO71832,"LL Mountain Frame - Silver, 44",4,158.43,633.720000
2008-06-01 00:00:00.000,SO71832,"Mountain-400-W Silver, 46",3,461.694,1385.082000
2008-06-01 00:00:00.000,SO71832,"Mountain-200 Silver, 46",2,1391.994,2783.988000
2008-06-01 00:00:00.000,SO71832,"Women's Mountain Shorts, M",1,41.994,41.994000
2008-06-01 00:00:00.000,SO71832,HL Mountain Handlebars,1,72.162,72.162000
2008-06-01 00:00:00.000,SO71832,"Mountain-400-W Silver, 38",1,461.694,461.694000
2008-06-01 00:00:00.000,SO71832,"LL Mountain Frame - Black, 44",2,149.874,299.748000
2008-06-01 00:00:00.000,SO71832,"Mountain-500 Silver, 42",2,112.998,135.597600
2008-06-01 00:00:00.000,SO71832,LL Mountain Seat/Saddle,1,16.272,16.272000
2008-06-01 00:00:00.000,SO71832,"Women's Mountain Shorts, S",13,40.5942,517.170108
2008-06-01 00:00:00.000,SO71832,"Mountain-200 Black, 38",3,1376.994,4130.982000
2008-06-01 00:00:00.000,SO71832,HL Mountain Pedal,1,48.594,48.594000
2008-06-01 00:00:00.000,SO71832,ML Mountain Pedal,1,37.254,37.254000
2008-06-01 00:00:00.000,SO71832,"HL Mountain Frame - Black, 42",4,809.76,3239.040000
2008-06-01 00:00:00.000,SO71832,"ML Mountain Frame-W - Silver, 40",5,218.454,1092.270000
2008-06-01 00:00:00.000,SO71832,"HL Mountain Frame - Silver, 38",1,818.70,818.700000
2008-06-01 00:00:00.000,SO71832,HL Mountain Seat/Saddle,1,31.584,31.584000
2008-06-01 00:00:00.000,SO71832,"Mountain-200 Black, 46",5,1376.994,6884.970000
2008-06-01 00:00:00.000,SO71832,"Mountain-500 Black, 42",2,323.994,647.988000
2008-06-01 00:00:00.000,SO71832,"Mountain-500 Black, 48",3,323.994,971.982000
2008-06-01 00:00:00.000,SO71832,"Mountain-500 Silver, 40",3,112.998,203.396400
2008-06-01 00:00:00.000,SO71832,"Mountain-200 Silver, 38",1,1391.994,1391.994000
2008-06-01 00:00:00.000,SO71832,"Mountain-200 Silver, 42",1,1391.994,1391.994000
2008-06-01 00:00:00.000,SO71832,"LL Mountain Frame - Silver, 40",2,158.43,316.860000
2008-06-01 00:00:00.000,SO71832,LL Mountain Handlebars,1,26.724,26.724000
2008-06-01 00:00:00.000,SO71832,ML Mountain Handlebars,1,37.152,37.152000
2008-06-01 00:00:00.000,SO71832,LL Mountain Pedal,3,24.294,72.882000
2008-06-01 00:00:00.000,SO71832,"LL Mountain Frame - Black, 48",1,149.874,149.874000
2008-06-01 00:00:00.000,SO71832,"LL Mountain Frame - Silver, 42",6,158.43,950.580000
2008-06-01 00:00:00.000,SO71832,"LL Mountain Frame - Silver, 52",1,158.43,158.430000
2008-06-01 00:00:00.000,SO71845,"Mountain-500 Silver, 52",2,112.998,135.597600
2008-06-01 00:00:00.000,SO71845,Front Brakes,2,63.90,127.800000
2008-06-01 00:00:00.000,SO71845,"ML Mountain Frame-W - Silver, 40",4,218.454,873.816000
2008-06-01 00:00:00.000,SO71845,"HL Mountain Frame - Silver, 46",3,818.70,2456.100000
2008-06-01 00:00:00.000,SO71845,"Mountain-200 Silver, 42",2,1391.994,2783.988000
2008-06-01 00:00:00.000,SO71845,Front Derailleur,1,54.894,54.894000
2008-06-01 00:00:00.000,SO71845,LL Crankset,3,105.294,315.882000
2008-06-01 00:00:00.000,SO71845,HL Mountain Pedal,2,48.594,97.188000
2008-06-01 00:00:00.000,SO71845,"Women's Mountain Shorts, S",2,41.994,83.988000
2008-06-01 00:00:00.000,SO71845,"HL Mountain Frame - Silver, 38",1,818.70,818.700000
2008-06-01 00:00:00.000,SO71845,"ML Mountain Frame-W - Silver, 42",2,218.454,436.908000
2008-06-01 00:00:00.000,SO71845,"Mountain-200 Silver, 46",2,1391.994,2783.988000
2008-06-01 00:00:00.000,SO71845,"Women's Mountain Shorts, L",3,41.994,125.982000
2008-06-01 00:00:00.000,SO71845,"Mountain-200 Black, 42",5,1376.994,6884.970000
2008-06-01 00:00:00.000,SO71845,"Mountain-200 Black, 46",2,1376.994,2753.988000
2008-06-01 00:00:00.000,SO71845,HL Crankset,1,242.994,242.994000
2008-06-01 00:00:00.000,SO71845,"HL Mountain Frame - Black, 38",3,809.76,2429.280000
2008-06-01 00:00:00.000,SO71845,ML Mountain Handlebars,1,37.152,37.152000
2008-06-01 00:00:00.000,SO71845,"LL Mountain Frame - Silver, 52",2,158.43,316.860000
2008-06-01 00:00:00.000,SO71845,"HL Mountain Frame - Black, 42",2,809.76,1619.520000
2008-06-01 00:00:00.000,SO71845,"Long-Sleeve Logo Jersey, L",2,29.994,59.988000
2008-06-01 00:00:00.000,SO71845,"LL Mountain Frame - Silver, 40",2,158.43,316.860000
2008-06-01 00:00:00.000,SO71845,LL Mountain Handlebars,1,26.724,26.724000
2008-06-01 00:00:00.000,SO71845,ML Mountain Seat/Saddle,8,23.484,187.872000
2008-06-01 00:00:00.000,SO71845,"LL Mountain Frame - Black, 44",2,149.874,299.748000
2008-06-01 00:00:00.000,SO71845,"Mountain-200 Black, 38",2,1376.994,2753.988000
2008-06-01 00:00:00.000,SO71845,HL Mountain Seat/Saddle,2,31.584,63.168000
2008-06-01 00:00:00.000,SO71845,HL Bottom Bracket,3,72.894,218.682000
2008-06-01 00:00:00.000,SO71845,"Mountain-200 Silver, 38",3,1391.994,4175.982000
2008-06-01 00:00:00.000,SO71845,"LL Mountain Frame - Black, 42",4,149.874,599.496000
